Station,Date,Metric,Value,Metric2,Value2,Station2,loc
LaMalaria,11/1/2013,Salinity (PSS),*,Sal,NA,Malaria,NA
LaMalaria,11/1/2013,Turbidity (NTU)†,*,Turb,NA,Malaria,NA
LaMalaria,11/1/2013,pH†,*,pH,NA,Malaria,NA
LaMalaria,11/1/2013,Secchi Depth (Meters)•,*,Sec,NA,Malaria,NA
LaMalaria,12/1/2013,Temperature C°,24.52,Temp,24.52,Malaria,NA
LaMalaria,12/1/2013,Dissolved Oxygen  (mg/L)† ,2.16,DOPerc,2.16,Malaria,NA
LaMalaria,12/1/2013,Dissolved Oxygen ( %),26.5,DOPerc,26.5,Malaria,NA
LaMalaria,12/1/2013,Specific Conductance (mS/cm),0.217,Cond,0.217,Malaria,NA
LaMalaria,12/1/2013,Salinity (PSS),0.11,Sal,0.11,Malaria,NA
LaMalaria,12/1/2013,Turbidity (NTU)†,73,Turb,73,Malaria,NA
LaMalaria,12/1/2013,pH†,6.94,pH,6.94,Malaria,NA
LaMalaria,12/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,Malaria,NA
LT1,2/1/2013,Temperature C°,26.43,Temp,26.43,LT1,NA
LT1,2/1/2013,Dissolved Oxygen  (mg/L)† ,5.61,DOPerc,5.61,LT1,NA
LT1,2/1/2013,Dissolved Oxygen ( %),85.9,DOPerc,85.9,LT1,NA
LT1,2/1/2013,Specific Conductance (mS/cm),54.4,Cond,54.4,LT1,NA
LT1,2/1/2013,Salinity (PSS),36.06,Sal,36.06,LT1,NA
LT1,2/1/2013,Turbidity (NTU)†,0,Turb,0,LT1,NA
LT1,2/1/2013,pH†,8.01,pH,8.01,LT1,NA
LT1,2/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LT1,NA
LT1,3/1/2013,Temperature C°,26.05,Temp,26.05,LT1,NA
LT1,3/1/2013,Dissolved Oxygen  (mg/L)† ,6.81,DOPerc,6.81,LT1,NA
LT1,3/1/2013,Dissolved Oxygen ( %),99.5,DOPerc,99.5,LT1,NA
LT1,3/1/2013,Specific Conductance (mS/cm),56.4,Cond,56.4,LT1,NA
LT1,3/1/2013,Salinity (PSS),37.46,Sal,37.46,LT1,NA
LT1,3/1/2013,Turbidity (NTU)†,0,Turb,0,LT1,NA
LT1,3/1/2013,pH†,8.29,pH,8.29,LT1,NA
LT1,3/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LT1,NA
LT1,3/1/2013,Oil & Grease  (mg/L) •,1.4,Oil,1.4,LT1,NA
LT1,3/1/2013,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,LT1,NA
LT1,3/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.01,NitNat,0.01,LT1,NA
LT1,3/1/2013,Total Phosphorus (mg/L) †,BDL,P,0,LT1,NA
LT1,3/1/2013,TOC  (mg/L) •,6.68,TOC,6.68,LT1,NA
LT1,3/1/2013,Chlorophyll a   (mg/m3) •,3.67,Chl,3.67,LT1,NA
LT1,3/1/2013,Turbidity  (NTU)    ˆ TSS  (mg/L),23,Turb,23,LT1,NA
LT1,3/1/2013,Ammonia (mg/L),BDL,Amm,0,LT1,NA
LT1,3/1/2013,BOD (mg/L),2,BOD,2,LT1,NA
LT1,3/1/2013,Coliform-Fecal  (CFU/100mL)†,<2.0,Col,2,LT1,NA
LT1,3/1/2013,Fecal Enterococcus (CFU/100mL)†,<10,Ecol,10,LT1,NA
LT1,4/1/2013,Temperature C°,1/25/1900 13:55,Temp,NA,LT1,NA
LT1,4/1/2013,Dissolved Oxygen  (mg/L)† ,1/4/1900 0:57,DOPerc,NA,LT1,NA
LT1,4/1/2013,Dissolved Oxygen ( %),3/17/1900 9:36,DOPerc,NA,LT1,NA
LT1,4/1/2013,Specific Conductance (mS/cm),2/17/1900 14:24,Cond,NA,LT1,NA
LT1,4/1/2013,Salinity (PSS),1/31/1900 13:55,Sal,NA,LT1,NA
LT1,4/1/2013,Turbidity (NTU)†,1/1/1900 19:12,Turb,NA,LT1,NA
LT1,4/1/2013,pH†,1/6/1900 19:40,pH,NA,LT1,NA
LT1,4/1/2013,Secchi Depth (Meters)•,1899-12-31 12:00:00,Sec,NA,LT1,NA
LT1,5/1/2013,Temperature C°,1/26/1900 9:21,Temp,NA,LT1,NA
LT1,5/1/2013,Dissolved Oxygen  (mg/L)† ,1/4/1900 15:36,DOPerc,NA,LT1,NA
LT1,5/1/2013,Dissolved Oxygen ( %),3/24/1900 16:48,DOPerc,NA,LT1,NA
LT1,5/1/2013,Specific Conductance (mS/cm),2/8/1900 19:12,Cond,NA,LT1,NA
LT1,5/1/2013,Salinity (PSS),1/25/1900 9:07,Sal,NA,LT1,NA
LT1,5/1/2013,Turbidity (NTU)†,1/1/1900 21:36,Turb,NA,LT1,NA
LT1,5/1/2013,pH†,1/6/1900 16:19,pH,NA,LT1,NA
LT1,5/1/2013,Secchi Depth (Meters)•,1899-12-31 06:43:12,Sec,NA,LT1,NA
LT1,6/1/2013,Temperature C°,1/25/1900 12:14,Temp,NA,LT1,NA
LT1,6/1/2013,Dissolved Oxygen  (mg/L)† ,1/3/1900 6:57,DOPerc,NA,LT1,NA
LT1,6/1/2013,Dissolved Oxygen ( %),2/27/1900 12:00,DOPerc,NA,LT1,NA
LT1,6/1/2013,Specific Conductance (mS/cm),1/24/1900 4:48,Cond,NA,LT1,NA
LT1,6/1/2013,Salinity (PSS),1/14/1900 3:50,Sal,NA,LT1,NA
LT1,6/1/2013,Turbidity (NTU)†,1/9/1900,Turb,NA,LT1,NA
LT1,6/1/2013,pH†,1/6/1900 13:40,pH,NA,LT1,NA
LT1,6/1/2013,Secchi Depth (Meters)•,1899-12-30 12:28:48,Sec,NA,LT1,NA
LT1,7/1/2013,Temperature C°,27.5,Temp,27.5,LT1,NA
LT1,7/1/2013,Dissolved Oxygen  (mg/L)† ,5.57,DOPerc,5.57,LT1,NA
LT1,7/1/2013,Dissolved Oxygen ( %),84.1,DOPerc,84.1,LT1,NA
LT1,7/1/2013,Specific Conductance (mS/cm),39.4,Cond,39.4,LT1,NA
LT1,7/1/2013,Salinity (PSS),24.54,Sal,24.54,LT1,NA
LT1,7/1/2013,Turbidity (NTU)†,5.4,Turb,5.4,LT1,NA
LT1,7/1/2013,pH†,8.19,pH,8.19,LT1,NA
LT1,7/1/2013,Secchi Depth (Meters)•,1.49,Sec,1.49,LT1,NA
LT1,7/1/2013,Oil & Grease  (mg/L) •,BDL,Oil,0,LT1,NA
LT1,7/1/2013,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,LT1,NA
LT1,7/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.03,NitNat,0.03,LT1,NA
LT1,7/1/2013,Total Phosphorus (mg/L) †,BDL,P,0,LT1,NA
LT1,7/1/2013,TOC  (mg/L) •,4.75,TOC,4.75,LT1,NA
LT1,7/1/2013,Chlorophyll a   (mg/m3) •,6.85,Chl,6.85,LT1,NA
LT1,7/1/2013,Turbidity  (NTU)    ˆ TSS  (mg/L),BDL,Turb,0,LT1,NA
LT1,7/1/2013,Ammonia (mg/L),BDL,Amm,0,LT1,NA
LT1,7/1/2013,BOD (mg/L),3,BOD,3,LT1,NA
LT1,7/1/2013,Coliform-Fecal  (CFU/100mL)†,2600,Col,2600,LT1,NA
LT1,7/1/2013,Fecal Enterococcus (CFU/100mL)†,750,Ecol,750,LT1,NA
LT1,8/1/2013,Temperature C°,30.33,Temp,30.33,LT1,NA
LT1,8/1/2013,Dissolved Oxygen  (mg/L)† ,5.26,DOPerc,5.26,LT1,NA
LT1,8/1/2013,Dissolved Oxygen ( %),77.6,DOPerc,77.6,LT1,NA
LT1,8/1/2013,Specific Conductance (mS/cm),29.5,Cond,29.5,LT1,NA
LT1,8/1/2013,Salinity (PSS),18.27,Sal,18.27,LT1,NA
LT1,8/1/2013,Turbidity (NTU)†,4.3,Turb,4.3,LT1,NA
LT1,8/1/2013,pH†,8.29,pH,8.29,LT1,NA
LT1,8/1/2013,Secchi Depth (Meters)•,*,Sec,NA,LT1,NA
LT1,9/1/2013,Temperature C°,1/29/1900 7:40,Temp,NA,LT1,NA
LT1,9/1/2013,Dissolved Oxygen  (mg/L)† ,1/3/1900 7:40,DOPerc,NA,LT1,NA
LT1,9/1/2013,Dissolved Oxygen ( %),3/9/1900 12:00,DOPerc,NA,LT1,NA
LT1,9/1/2013,Specific Conductance (mS/cm),2/8/1900 4:48,Cond,NA,LT1,NA
LT1,9/1/2013,Salinity (PSS),1/24/1900 13:12,Sal,NA,LT1,NA
LT1,9/1/2013,Turbidity (NTU)†,1/4/1900 7:12,Turb,NA,LT1,NA
LT1,9/1/2013,pH†,1/7/1900 4:19,pH,NA,LT1,NA
LT1,9/1/2013,Secchi Depth (Meters)•,1899-12-30 07:12:00,Sec,NA,LT1,NA
LT1,10/1/2013,Temperature C°,1/29/1900 0:28,Temp,NA,LT1,NA
LT1,10/1/2013,Dissolved Oxygen  (mg/L)† ,1/4/1900 12:00,DOPerc,NA,LT1,NA
LT1,10/1/2013,Dissolved Oxygen ( %),3/31/1900 2:24,DOPerc,NA,LT1,NA
LT1,10/1/2013,Specific Conductance (mS/cm),2/20/1900,Cond,NA,LT1,NA
LT1,10/1/2013,Salinity (PSS),2/2/1900 21:07,Sal,NA,LT1,NA
LT1,10/1/2013,Turbidity (NTU)†,1/7/1900 16:48,Turb,NA,LT1,NA
LT1,10/1/2013,pH†,1/6/1900 7:40,pH,NA,LT1,NA
LT1,10/1/2013,Secchi Depth (Meters)•,1899-12-31 15:07:12,Sec,NA,LT1,NA
LT1,11/1/2013,Temperature C°,29.6,Temp,29.6,LT1,NA
LT1,11/1/2013,Dissolved Oxygen  (mg/L)† ,5.75,DOPerc,5.75,LT1,NA
LT1,11/1/2013,Dissolved Oxygen ( %),97.8,DOPerc,97.8,LT1,NA
LT1,11/1/2013,Specific Conductance (mS/cm),54.1,Cond,54.1,LT1,NA
LT1,11/1/2013,Salinity (PSS),36,Sal,36,LT1,NA
LT1,11/1/2013,Turbidity (NTU)†,0,Turb,0,LT1,NA
LT1,11/1/2013,pH†,8.03,pH,8.03,LT1,NA
LT1,11/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LT1,NA
LT1,12/1/2013,Temperature C°,1/27/1900 3:36,Temp,NA,LT1,NA
LT1,12/1/2013,Dissolved Oxygen  (mg/L)† ,1/5/1900 9:36,DOPerc,NA,LT1,NA
LT1,12/1/2013,Dissolved Oxygen ( %),4/13/1900 4:48,DOPerc,NA,LT1,NA
LT1,12/1/2013,Specific Conductance (mS/cm),2/23/1900,Cond,NA,LT1,NA
LT1,12/1/2013,Salinity (PSS),2/4/1900 12:00,Sal,NA,LT1,NA
LT1,12/1/2013,Turbidity (NTU)†,1/11/1900 21:36,Turb,NA,LT1,NA
LT1,12/1/2013,pH†,1/6/1900 14:24,pH,NA,LT1,NA
LT1,12/1/2013,Secchi Depth (Meters)•,1/1/1900 10:33,Sec,NA,LT1,NA
LT2,2/1/2013,Temperature C°,26.45,Temp,26.45,LT2,TORMIN
LT2,2/1/2013,Dissolved Oxygen  (mg/L)† ,5.48,DOPerc,5.48,LT2,TORMIN
LT2,2/1/2013,Dissolved Oxygen ( %),81.7,DOPerc,81.7,LT2,TORMIN
LT2,2/1/2013,Specific Conductance (mS/cm),43,Cond,43,LT2,TORMIN
LT2,2/1/2013,Salinity (PSS),27.63,Sal,27.63,LT2,TORMIN
LT2,2/1/2013,Turbidity (NTU)†,0.5,Turb,0.5,LT2,TORMIN
LT2,2/1/2013,pH†,7.84,pH,7.84,LT2,TORMIN
LT2,2/1/2013,Secchi Depth (Meters)•,1.14,Sec,1.14,LT2,TORMIN
LT2,3/1/2013,Temperature C°,27.02,Temp,27.02,LT2,TORMIN
LT2,3/1/2013,Dissolved Oxygen  (mg/L)† ,4.3,DOPerc,4.3,LT2,TORMIN
LT2,3/1/2013,Dissolved Oxygen ( %),64.1,DOPerc,64.1,LT2,TORMIN
LT2,3/1/2013,Specific Conductance (mS/cm),47.4,Cond,47.4,LT2,TORMIN
LT2,3/1/2013,Salinity (PSS),30.84,Sal,30.84,LT2,TORMIN
LT2,3/1/2013,Turbidity (NTU)†,3.4,Turb,3.4,LT2,TORMIN
LT2,3/1/2013,pH†,7.97,pH,7.97,LT2,TORMIN
LT2,3/1/2013,Secchi Depth (Meters)•,0.97,Sec,0.97,LT2,TORMIN
LT2,3/1/2013,Oil & Grease  (mg/L) •,BDL,Oil,0,LT2,TORMIN
LT2,3/1/2013,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,LT2,TORMIN
LT2,3/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.02,NitNat,0.02,LT2,TORMIN
LT2,3/1/2013,Total Phosphorus (mg/L) †,BDL,P,0,LT2,TORMIN
LT2,3/1/2013,TOC  (mg/L) •,2.37,TOC,2.37,LT2,TORMIN
LT2,3/1/2013,Chlorophyll  a  (mg/m3) •,9.51,Chl,9.51,LT2,TORMIN
LT2,3/1/2013,Turbidity  (NTU)         ˆ TSS  (mg/L),13.3,Turb,13.3,LT2,TORMIN
LT2,3/1/2013,Ammonia (mg/L),BDL,Amm,0,LT2,TORMIN
LT2,3/1/2013,BOD (mg/L),5,BOD,5,LT2,TORMIN
LT2,3/1/2013,Coliform-Fecal  (CFU/100mL)†,16,Col,16,LT2,TORMIN
LT2,3/1/2013,Fecal Enterococcus (CFU/100mL)†,18,Ecol,18,LT2,TORMIN
LT2,4/1/2013,Temperature C°,1/26/1900 3:50,Temp,NA,LT2,TORMIN
LT2,4/1/2013,Dissolved Oxygen  (mg/L)† ,1/3/1900 18:14,DOPerc,NA,LT2,TORMIN
LT2,4/1/2013,Dissolved Oxygen ( %),3/13/1900 16:48,DOPerc,NA,LT2,TORMIN
LT2,4/1/2013,Specific Conductance (mS/cm),2/12/1900 19:12,Cond,NA,LT2,TORMIN
LT2,4/1/2013,Salinity (PSS),1/27/1900 23:02,Sal,NA,LT2,TORMIN
LT2,4/1/2013,Turbidity (NTU)†,1/2/1900 9:36,Turb,NA,LT2,TORMIN
LT2,4/1/2013,pH†,1/7/1900,pH,NA,LT2,TORMIN
LT2,4/1/2013,Secchi Depth (Meters)•,1899-12-31 03:36:00,Sec,NA,LT2,TORMIN
LT2,5/1/2013,Temperature C°,28.43,Temp,28.43,LT2,TORMIN
LT2,5/1/2013,Dissolved Oxygen  (mg/L)† ,5.66,DOPerc,5.66,LT2,TORMIN
LT2,5/1/2013,Dissolved Oxygen ( %),87.4,DOPerc,87.4,LT2,TORMIN
LT2,5/1/2013,Specific Conductance (mS/cm),37.6,Cond,37.6,LT2,TORMIN
LT2,5/1/2013,Salinity (PSS),23.52,Sal,23.52,LT2,TORMIN
LT2,5/1/2013,Turbidity (NTU)†,1,Turb,1,LT2,TORMIN
LT2,5/1/2013,pH†,7.64,pH,7.64,LT2,TORMIN
LT2,5/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LT2,TORMIN
LT2,6/1/2013,Temperature C°,1/25/1900 18:00,Temp,NA,LT2,TORMIN
LT2,6/1/2013,Dissolved Oxygen  (mg/L)† ,1/2/1900 8:38,DOPerc,NA,LT2,TORMIN
LT2,6/1/2013,Dissolved Oxygen ( %),2/13/1900 9:36,DOPerc,NA,LT2,TORMIN
LT2,6/1/2013,Specific Conductance (mS/cm),1/16/1900 7:12,Cond,NA,LT2,TORMIN
LT2,6/1/2013,Salinity (PSS),1/9/1900 6:14,Sal,NA,LT2,TORMIN
LT2,6/1/2013,Turbidity (NTU)†,1/10/1900 7:12,Turb,NA,LT2,TORMIN
LT2,6/1/2013,pH†,1/6/1900 7:12,pH,NA,LT2,TORMIN
LT2,6/1/2013,Secchi Depth (Meters)•,1899-12-30 13:55:12,Sec,NA,LT2,TORMIN
LT2,7/1/2013,Temperature C°,27.2,Temp,27.2,LT2,TORMIN
LT2,7/1/2013,Dissolved Oxygen  (mg/L)† ,5.44,DOPerc,5.44,LT2,TORMIN
LT2,7/1/2013,Dissolved Oxygen ( %),74.6,DOPerc,74.6,LT2,TORMIN
LT2,7/1/2013,Specific Conductance (mS/cm),20.1,Cond,20.1,LT2,TORMIN
LT2,7/1/2013,Salinity (PSS),11.81,Sal,11.81,LT2,TORMIN
LT2,7/1/2013,Turbidity (NTU)†,8.1,Turb,8.1,LT2,TORMIN
LT2,7/1/2013,pH†,7.63,pH,7.63,LT2,TORMIN
LT2,7/1/2013,Secchi Depth (Meters)•,0.85,Sec,0.85,LT2,TORMIN
LT2,7/1/2013,Oil & Grease  (mg/L) •,BDL,Oil,0,LT2,TORMIN
LT2,7/1/2013,Total Kjeldahl Nitrogen (mg/L) †,0.48,KNit,0.48,LT2,TORMIN
LT2,7/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.04,NitNat,0.04,LT2,TORMIN
LT2,7/1/2013,Total Phosphorus (mg/L) †,BDL,P,0,LT2,TORMIN
LT2,7/1/2013,TOC  (mg/L) •,5.03,TOC,5.03,LT2,TORMIN
LT2,7/1/2013,Chlorophyll  a  (mg/m3) •,4.38,Chl,4.38,LT2,TORMIN
LT2,7/1/2013,Turbidity  (NTU)         ˆ TSS  (mg/L),BDL,Turb,0,LT2,TORMIN
LT2,7/1/2013,Ammonia (mg/L),0.06,Amm,0.06,LT2,TORMIN
LT2,7/1/2013,BOD (mg/L),3,BOD,3,LT2,TORMIN
LT2,7/1/2013,Coliform-Fecal  (CFU/100mL)†,1200,Col,1200,LT2,TORMIN
LT2,7/1/2013,Fecal Enterococcus (CFU/100mL)†,520,Ecol,520,LT2,TORMIN
LT2,8/1/2013,Temperature C°,31.1,Temp,31.1,LT2,TORMIN
LT2,8/1/2013,Dissolved Oxygen  (mg/L)† ,4.92,DOPerc,4.92,LT2,TORMIN
LT2,8/1/2013,Dissolved Oxygen ( %),79.3,DOPerc,79.3,LT2,TORMIN
LT2,8/1/2013,Specific Conductance (mS/cm),36.7,Cond,36.7,LT2,TORMIN
LT2,8/1/2013,Salinity (PSS),22.24,Sal,22.24,LT2,TORMIN
LT2,8/1/2013,Turbidity (NTU)†,3.8,Turb,3.8,LT2,TORMIN
LT2,8/1/2013,pH†,8.05,pH,8.05,LT2,TORMIN
LT2,8/1/2013,Secchi Depth (Meters)•,*,Sec,NA,LT2,TORMIN
LT2,9/1/2013,Temperature C°,31.17,Temp,31.17,LT2,TORMIN
LT2,9/1/2013,Dissolved Oxygen  (mg/L)† ,4.17,DOPerc,4.17,LT2,TORMIN
LT2,9/1/2013,Dissolved Oxygen ( %),66.1,DOPerc,66.1,LT2,TORMIN
LT2,9/1/2013,Specific Conductance (mS/cm),36.5,Cond,36.5,LT2,TORMIN
LT2,9/1/2013,Salinity (PSS),23.02,Sal,23.02,LT2,TORMIN
LT2,9/1/2013,Turbidity (NTU)†,5.2,Turb,5.2,LT2,TORMIN
LT2,9/1/2013,pH†,8.11,pH,8.11,LT2,TORMIN
LT2,9/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LT2,TORMIN
LT2,10/1/2013,Temperature C°,31.55,Temp,31.55,LT2,TORMIN
LT2,10/1/2013,Dissolved Oxygen  (mg/L)† ,4.52,DOPerc,4.52,LT2,TORMIN
LT2,10/1/2013,Dissolved Oxygen ( %),75.1,DOPerc,75.1,LT2,TORMIN
LT2,10/1/2013,Specific Conductance (mS/cm),35,Cond,35,LT2,TORMIN
LT2,10/1/2013,Salinity (PSS),22.19,Sal,22.19,LT2,TORMIN
LT2,10/1/2013,Turbidity (NTU)†,13.1,Turb,13.1,LT2,TORMIN
LT2,10/1/2013,pH†,7.2,pH,7.2,LT2,TORMIN
LT2,10/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LT2,TORMIN
LT2,11/1/2013,Temperature C°,29.9,Temp,29.9,LT2,TORMIN
LT2,11/1/2013,Dissolved Oxygen  (mg/L)† ,5.6,DOPerc,5.6,LT2,TORMIN
LT2,11/1/2013,Dissolved Oxygen ( %),88.3,DOPerc,88.3,LT2,TORMIN
LT2,11/1/2013,Specific Conductance (mS/cm),34.3,Cond,34.3,LT2,TORMIN
LT2,11/1/2013,Salinity (PSS),21.72,Sal,21.72,LT2,TORMIN
LT2,11/1/2013,Turbidity (NTU)†,22.2,Turb,22.2,LT2,TORMIN
LT2,11/1/2013,pH†,8.07,pH,8.07,LT2,TORMIN
LT2,11/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LT2,TORMIN
LT2,12/1/2013,Temperature C°,1/26/1900 19:12,Temp,NA,LT2,TORMIN
LT2,12/1/2013,Dissolved Oxygen  (mg/L)† ,1/3/1900 6:00,DOPerc,NA,LT2,TORMIN
LT2,12/1/2013,Dissolved Oxygen ( %),3/6/1900 12:00,DOPerc,NA,LT2,TORMIN
LT2,12/1/2013,Specific Conductance (mS/cm),2/4/1900,Cond,NA,LT2,TORMIN
LT2,12/1/2013,Salinity (PSS),1/22/1900 4:48,Sal,NA,LT2,TORMIN
LT2,12/1/2013,Turbidity (NTU)†,1/9/1900 9:36,Turb,NA,LT2,TORMIN
LT2,12/1/2013,pH†,1/6/1900 7:12,pH,NA,LT2,TORMIN
LT2,12/1/2013,Secchi Depth (Meters)•,1899-12-30 22:48:00,Sec,NA,LT2,TORMIN
LT3,2/1/2013,Temperature C°,26.97,Temp,26.97,LT3,NA
LT3,2/1/2013,Dissolved Oxygen  (mg/L)† ,0.11,DOPerc,0.11,LT3,NA
LT3,2/1/2013,Dissolved Oxygen ( %),1.7,DOPerc,1.7,LT3,NA
LT3,2/1/2013,Specific Conductance (mS/cm),52.2,Cond,52.2,LT3,NA
LT3,2/1/2013,Salinity (PSS),94.45,Sal,94.45,LT3,NA
LT3,2/1/2013,Turbidity (NTU)†,28.6,Turb,28.6,LT3,NA
LT3,2/1/2013,pH†,7.69,pH,7.69,LT3,NA
LT3,2/1/2013,Secchi Depth (Meters)•,1.02,Sec,1.02,LT3,NA
LT3,3/1/2013,Temperature C°,27.58,Temp,27.58,LT3,NA
LT3,3/1/2013,Dissolved Oxygen  (mg/L)† ,2.74,DOPerc,2.74,LT3,NA
LT3,3/1/2013,Dissolved Oxygen ( %),47.9,DOPerc,47.9,LT3,NA
LT3,3/1/2013,Specific Conductance (mS/cm),48.2,Cond,48.2,LT3,NA
LT3,3/1/2013,Salinity (PSS),31.37,Sal,31.37,LT3,NA
LT3,3/1/2013,Turbidity (NTU)†,11.6,Turb,11.6,LT3,NA
LT3,3/1/2013,pH†,8.14,pH,8.14,LT3,NA
LT3,3/1/2013,Secchi Depth (Meters)•,0.6,Sec,0.6,LT3,NA
LT3,3/1/2013,Oil & Grease  (mg/L) •,1.6,Oil,1.6,LT3,NA
LT3,3/1/2013,Total Kjeldahl Nitrogen (mg/L) †,0.76,KNit,0.76,LT3,NA
LT3,3/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.05,NitNat,0.05,LT3,NA
LT3,3/1/2013,Total Phosphorus (mg/L) †,BDL,P,0,LT3,NA
LT3,3/1/2013,TOC  (mg/L) •,4.15,TOC,4.15,LT3,NA
LT3,3/1/2013,Chlorophyll a   (mg/m3) •,27,Chl,27,LT3,NA
LT3,3/1/2013,Turbidity  (NTU)         ˆ TSS  (mg/L),11,Turb,11,LT3,NA
LT3,3/1/2013,Ammonia (mg/L),0.12,Amm,0.12,LT3,NA
LT3,3/1/2013,BOD (mg/L),BDL,BOD,0,LT3,NA
LT3,3/1/2013,Coliform-Fecal  (CFU/100mL)†,1900,Col,1900,LT3,NA
LT3,3/1/2013,Fecal Enterococcus (CFU/100mL)†,110,Ecol,110,LT3,NA
LT3,4/1/2013,Temperature C°,1/27/1900 7:12,Temp,NA,LT3,NA
LT3,4/1/2013,Dissolved Oxygen  (mg/L)† ,1/2/1900 8:38,DOPerc,NA,LT3,NA
LT3,4/1/2013,Dissolved Oxygen ( %),2/20/1900 2:24,DOPerc,NA,LT3,NA
LT3,4/1/2013,Specific Conductance (mS/cm),2/16/1900 2:24,Cond,NA,LT3,NA
LT3,4/1/2013,Salinity (PSS),1/30/1900 11:31,Sal,NA,LT3,NA
LT3,4/1/2013,Turbidity (NTU)†,1/5/1900 21:36,Turb,NA,LT3,NA
LT3,4/1/2013,pH†,1/6/1900 20:09,pH,NA,LT3,NA
LT3,4/1/2013,Secchi Depth (Meters)•,1899-12-31 03:36:00,Sec,NA,LT3,NA
LT3,5/1/2013,Temperature C°,1/27/1900,Temp,NA,LT3,NA
LT3,5/1/2013,Dissolved Oxygen  (mg/L)† ,1/1/1900 4:04,DOPerc,NA,LT3,NA
LT3,5/1/2013,Dissolved Oxygen ( %),2/6/1900 2:24,DOPerc,NA,LT3,NA
LT3,5/1/2013,Specific Conductance (mS/cm),2/5/1900 4:48,Cond,NA,LT3,NA
LT3,5/1/2013,Salinity (PSS),1/27/1900 15:21,Sal,NA,LT3,NA
LT3,5/1/2013,Turbidity (NTU)†,1/2/1900,Turb,NA,LT3,NA
LT3,5/1/2013,pH†,1/6/1900 16:19,pH,NA,LT3,NA
LT3,5/1/2013,Secchi Depth (Meters)•,1899-12-30 21:50:24,Sec,NA,LT3,NA
LT3,6/1/2013,Temperature C°,1/25/1900 11:16,Temp,NA,LT3,NA
LT3,6/1/2013,Dissolved Oxygen  (mg/L)† ,1/1/1900 6:28,DOPerc,NA,LT3,NA
LT3,6/1/2013,Dissolved Oxygen ( %),1/28/1900 9:36,DOPerc,NA,LT3,NA
LT3,6/1/2013,Specific Conductance (mS/cm),1/3/1900 5:16,Cond,NA,LT3,NA
LT3,6/1/2013,Salinity (PSS),1/1/1900 4:04,Sal,NA,LT3,NA
LT3,6/1/2013,Turbidity (NTU)†,1/16/1900 19:12,Turb,NA,LT3,NA
LT3,6/1/2013,pH†,1/6/1900 4:48,pH,NA,LT3,NA
LT3,6/1/2013,Secchi Depth (Meters)•,1899-12-30 12:14:24,Sec,NA,LT3,NA
LT3,7/1/2013,Temperature C°,26.83,Temp,26.83,LT3,NA
LT3,7/1/2013,Dissolved Oxygen  (mg/L)† ,2.52,DOPerc,2.52,LT3,NA
LT3,7/1/2013,Dissolved Oxygen ( %),33.7,DOPerc,33.7,LT3,NA
LT3,7/1/2013,Specific Conductance (mS/cm),8.45,Cond,8.45,LT3,NA
LT3,7/1/2013,Salinity (PSS),5.28,Sal,5.28,LT3,NA
LT3,7/1/2013,Turbidity (NTU)†,30.7,Turb,30.7,LT3,NA
LT3,7/1/2013,pH†,7.34,pH,7.34,LT3,NA
LT3,7/1/2013,Secchi Depth (Meters)•,0.41,Sec,0.41,LT3,NA
LT3,7/1/2013,Oil & Grease  (mg/L) •,BDL,Oil,0,LT3,NA
LT3,7/1/2013,Total Kjeldahl Nitrogen (mg/L) †,1.22,KNit,1.22,LT3,NA
LT3,7/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.27,NitNat,0.27,LT3,NA
LT3,7/1/2013,Total Phosphorus (mg/L) †,0.148,P,0.148,LT3,NA
LT3,7/1/2013,TOC  (mg/L) •,6.11,TOC,6.11,LT3,NA
LT3,7/1/2013,Chlorophyll a   (mg/m3) •,1.59,Chl,1.59,LT3,NA
LT3,7/1/2013,Turbidity  (NTU)         ˆ TSS  (mg/L),14.8,Turb,14.8,LT3,NA
LT3,7/1/2013,Ammonia (mg/L),0.29,Amm,0.29,LT3,NA
LT3,7/1/2013,BOD (mg/L),6,BOD,6,LT3,NA
LT3,7/1/2013,Coliform-Fecal  (CFU/100mL)†,3100,Col,3100,LT3,NA
LT3,7/1/2013,Fecal Enterococcus (CFU/100mL)†,14000,Ecol,14000,LT3,NA
LT3,8/1/2013,Temperature C°,29.6,Temp,29.6,LT3,NA
LT3,8/1/2013,Dissolved Oxygen  (mg/L)† ,1.78,DOPerc,1.78,LT3,NA
