Station,Date,Metric,Value,Metric2,Value2,Station2,loc
PLE,3/1/2013,TOC  (mg/L) •,3.6,TOC,3.6,PLE,BAHMIN
PLE,3/1/2013,Chlorophyll a    (mg/m3) •,1.35,Chl,1.35,PLE,BAHMIN
PLE,3/1/2013,Turbidity  (NTU)   ˆ TSS  (mg/L),5.7,Turb,5.7,PLE,BAHMIN
PLE,3/1/2013,Ammonia (mg/L),0.53,Amm,0.53,PLE,BAHMIN
PLE,3/1/2013,BOD (mg/L),2,BOD,2,PLE,BAHMIN
PLE,3/1/2013,Coliform-Fecal  (CFU/100mL)†,2700,Col,2700,PLE,BAHMIN
PLE,3/1/2013,Fecal Enterococcus (CFU/100mL)†,6000,Ecol,6000,PLE,BAHMIN
PLE,4/1/2013,Temperature C°,26.17,Temp,26.17,PLE,BAHMIN
PLE,4/1/2013,Dissolved Oxygen  (mg/L)† ,3.14,DOPerc,3.14,PLE,BAHMIN
PLE,4/1/2013,Dissolved Oxygen ( %),48,DOPerc,48,PLE,BAHMIN
PLE,4/1/2013,Specific Conductance (mS/cm),48.3,Cond,48.3,PLE,BAHMIN
PLE,4/1/2013,Salinity (PSS),31.46,Sal,31.46,PLE,BAHMIN
PLE,4/1/2013,Turbidity (NTU)†,3.7,Turb,3.7,PLE,BAHMIN
PLE,4/1/2013,pH†,7.42,pH,7.42,PLE,BAHMIN
PLE,4/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,PLE,BAHMIN
PLE,5/1/2013,Temperature C°,26.97,Temp,26.97,PLE,BAHMIN
PLE,5/1/2013,Dissolved Oxygen  (mg/L)† ,3.56,DOPerc,3.56,PLE,BAHMIN
PLE,5/1/2013,Dissolved Oxygen ( %),53.2,DOPerc,53.2,PLE,BAHMIN
PLE,5/1/2013,Specific Conductance (mS/cm),0.73,Cond,0.73,PLE,BAHMIN
PLE,5/1/2013,Salinity (PSS),0.45,Sal,0.45,PLE,BAHMIN
PLE,5/1/2013,Turbidity (NTU)†,6.2,Turb,6.2,PLE,BAHMIN
PLE,5/1/2013,pH†,7.25,pH,7.25,PLE,BAHMIN
PLE,5/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,PLE,BAHMIN
PLE,6/1/2013,Temperature C°,27.04,Temp,27.04,PLE,BAHMIN
PLE,6/1/2013,Dissolved Oxygen  (mg/L)† ,1.7,DOPerc,1.7,PLE,BAHMIN
PLE,6/1/2013,Dissolved Oxygen ( %),21.8,DOPerc,21.8,PLE,BAHMIN
PLE,6/1/2013,Specific Conductance (mS/cm),0.802,Cond,0.802,PLE,BAHMIN
PLE,6/1/2013,Salinity (PSS),0.4,Sal,0.4,PLE,BAHMIN
PLE,6/1/2013,Turbidity (NTU)†,11.3,Turb,11.3,PLE,BAHMIN
PLE,6/1/2013,pH†,7.17,pH,7.17,PLE,BAHMIN
PLE,6/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,PLE,BAHMIN
PLE,7/1/2013,Temperature C°,26.37,Temp,26.37,PLE,BAHMIN
PLE,7/1/2013,Dissolved Oxygen  (mg/L)† ,2.65,DOPerc,2.65,PLE,BAHMIN
PLE,7/1/2013,Dissolved Oxygen ( %),33.5,DOPerc,33.5,PLE,BAHMIN
PLE,7/1/2013,Specific Conductance (mS/cm),0.459,Cond,0.459,PLE,BAHMIN
PLE,7/1/2013,Salinity (PSS),0.22,Sal,0.22,PLE,BAHMIN
PLE,7/1/2013,Turbidity (NTU)†,26.2,Turb,26.2,PLE,BAHMIN
PLE,7/1/2013,pH†,7.59,pH,7.59,PLE,BAHMIN
PLE,7/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,PLE,BAHMIN
PLE,7/1/2013,Oil & Grease  (mg/L) •,1.4,Oil,1.4,PLE,BAHMIN
PLE,7/1/2013,Total Kjeldahl Nitrogen (mg/L) †,0.82,KNit,0.82,PLE,BAHMIN
PLE,7/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.05,NitNat,0.05,PLE,BAHMIN
PLE,7/1/2013,Total Phosphorus (mg/L) †,0.102,P,0.102,PLE,BAHMIN
PLE,7/1/2013,TOC  (mg/L) •,9.67,TOC,9.67,PLE,BAHMIN
PLE,7/1/2013,Chlorophyll a    (mg/m3) •,1.38,Chl,1.38,PLE,BAHMIN
PLE,7/1/2013,Turbidity  (NTU)   ˆ TSS  (mg/L),BDL,Turb,0,PLE,BAHMIN
PLE,7/1/2013,Ammonia (mg/L),0.39,Amm,0.39,PLE,BAHMIN
PLE,7/1/2013,BOD (mg/L),BDL,BOD,0,PLE,BAHMIN
PLE,7/1/2013,Coliform-Fecal  (CFU/100mL)†,10000,Col,10000,PLE,BAHMIN
PLE,7/1/2013,Fecal Enterococcus (CFU/100mL)†,3400,Ecol,3400,PLE,BAHMIN
PLE,8/1/2013,Temperature C°,27.83,Temp,27.83,PLE,BAHMIN
PLE,8/1/2013,Dissolved Oxygen  (mg/L)† ,2.35,DOPerc,2.35,PLE,BAHMIN
PLE,8/1/2013,Dissolved Oxygen ( %),30.4,DOPerc,30.4,PLE,BAHMIN
PLE,8/1/2013,Specific Conductance (mS/cm),14.14,Cond,14.14,PLE,BAHMIN
PLE,8/1/2013,Salinity (PSS),8.21,Sal,8.21,PLE,BAHMIN
PLE,8/1/2013,Turbidity (NTU)†,14.1,Turb,14.1,PLE,BAHMIN
PLE,8/1/2013,pH†,7.57,pH,7.57,PLE,BAHMIN
PLE,8/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,PLE,BAHMIN
PLE,9/1/2013,Temperature C°,27.81,Temp,27.81,PLE,BAHMIN
PLE,9/1/2013,Dissolved Oxygen  (mg/L)† ,2.56,DOPerc,2.56,PLE,BAHMIN
PLE,9/1/2013,Dissolved Oxygen ( %),32.2,DOPerc,32.2,PLE,BAHMIN
PLE,9/1/2013,Specific Conductance (mS/cm),0.745,Cond,0.745,PLE,BAHMIN
PLE,9/1/2013,Salinity (PSS),0.36,Sal,0.36,PLE,BAHMIN
PLE,9/1/2013,Turbidity (NTU)†,18.8,Turb,18.8,PLE,BAHMIN
PLE,9/1/2013,pH†,8.46,pH,8.46,PLE,BAHMIN
PLE,9/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,PLE,BAHMIN
PLE,10/1/2013,Temperature C°,28.95,Temp,28.95,PLE,BAHMIN
PLE,10/1/2013,Dissolved Oxygen  (mg/L)† ,2.82,DOPerc,2.82,PLE,BAHMIN
PLE,10/1/2013,Dissolved Oxygen ( %),37.7,DOPerc,37.7,PLE,BAHMIN
PLE,10/1/2013,Specific Conductance (mS/cm),2.37,Cond,2.37,PLE,BAHMIN
PLE,10/1/2013,Salinity (PSS),1.22,Sal,1.22,PLE,BAHMIN
PLE,10/1/2013,Turbidity (NTU)†,11.1,Turb,11.1,PLE,BAHMIN
PLE,10/1/2013,pH†,6.74,pH,6.74,PLE,BAHMIN
PLE,10/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,PLE,BAHMIN
PLE,11/1/2013,Temperature C°,29.59,Temp,29.59,PLE,BAHMIN
PLE,11/1/2013,Dissolved Oxygen  (mg/L)† ,2.11,DOPerc,2.11,PLE,BAHMIN
PLE,11/1/2013,Dissolved Oxygen ( %),31.4,DOPerc,31.4,PLE,BAHMIN
PLE,11/1/2013,Specific Conductance (mS/cm),45.5,Cond,45.5,PLE,BAHMIN
PLE,11/1/2013,Salinity (PSS),28.91,Sal,28.91,PLE,BAHMIN
PLE,11/1/2013,Turbidity (NTU)†,0,Turb,0,PLE,BAHMIN
PLE,11/1/2013,pH†,7.73,pH,7.73,PLE,BAHMIN
PLE,11/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,PLE,BAHMIN
PLE,12/1/2013,Temperature C°,24.58,Temp,24.58,PLE,BAHMIN
PLE,12/1/2013,Dissolved Oxygen  (mg/L)† ,4.24,DOPerc,4.24,PLE,BAHMIN
PLE,12/1/2013,Dissolved Oxygen ( %),51.7,DOPerc,51.7,PLE,BAHMIN
PLE,12/1/2013,Specific Conductance (mS/cm),0.242,Cond,0.242,PLE,BAHMIN
PLE,12/1/2013,Salinity (PSS),0.12,Sal,0.12,PLE,BAHMIN
PLE,12/1/2013,Turbidity (NTU)†,69.4,Turb,69.4,PLE,BAHMIN
PLE,12/1/2013,pH†,6.98,pH,6.98,PLE,BAHMIN
PLE,12/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,PLE,BAHMIN
LasCurias,2/1/2013,Temperature C°,25.48,Temp,25.48,LasCurias,NA
LasCurias,2/1/2013,Dissolved Oxygen  (mg/L)† ,5.31,DOPerc,5.31,LasCurias,NA
LasCurias,2/1/2013,Dissolved Oxygen ( %),64.9,DOPerc,64.9,LasCurias,NA
LasCurias,2/1/2013,Specific Conductance (mS/cm),0.26,Cond,0.26,LasCurias,NA
LasCurias,2/1/2013,Salinity (PSS),0.13,Sal,0.13,LasCurias,NA
LasCurias,2/1/2013,Turbidity (NTU)†,0,Turb,0,LasCurias,NA
LasCurias,2/1/2013,pH†,7.72,pH,7.72,LasCurias,NA
LasCurias,2/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,3/1/2013,Temperature C°,25.87,Temp,25.87,LasCurias,NA
LasCurias,3/1/2013,Dissolved Oxygen  (mg/L)† ,7.44,DOPerc,7.44,LasCurias,NA
LasCurias,3/1/2013,Dissolved Oxygen ( %),91.4,DOPerc,91.4,LasCurias,NA
LasCurias,3/1/2013,Specific Conductance (mS/cm),0.268,Cond,0.268,LasCurias,NA
LasCurias,3/1/2013,Salinity (PSS),0.13,Sal,0.13,LasCurias,NA
LasCurias,3/1/2013,Turbidity (NTU)†,5,Turb,5,LasCurias,NA
LasCurias,3/1/2013,pH†,8.83,pH,8.83,LasCurias,NA
LasCurias,3/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,3/1/2013,Oil & Grease  (mg/L) •,BDL,Oil,0,LasCurias,NA
LasCurias,3/1/2013,Total Kjeldahl Nitrogen (mg/L) †,0.81,KNit,0.81,LasCurias,NA
LasCurias,3/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.17,NitNat,0.17,LasCurias,NA
LasCurias,3/1/2013,Total Phosphorus (mg/L) †,0.015,P,0.015,LasCurias,NA
LasCurias,3/1/2013,TOC  (mg/L) •,5.5,TOC,5.5,LasCurias,NA
LasCurias,3/1/2013,Chlorophyll a   (mg/m3) •,86.2,Chl,86.2,LasCurias,NA
LasCurias,3/1/2013,Turbidity  (NTU)     ˆ TSS  (mg/L),13,Turb,13,LasCurias,NA
LasCurias,3/1/2013,Ammonia (mg/L),BDL,Amm,0,LasCurias,NA
LasCurias,3/1/2013,BOD (mg/L),8,BOD,8,LasCurias,NA
LasCurias,3/1/2013,Coliform-Fecal  (CFU/100mL)†,13,Col,13,LasCurias,NA
LasCurias,3/1/2013,Fecal Enterococcus (CFU/100mL)†,730,Ecol,730,LasCurias,NA
LasCurias,4/1/2013,Temperature C°,26.66,Temp,26.66,LasCurias,NA
LasCurias,4/1/2013,Dissolved Oxygen  (mg/L)† ,7.47,DOPerc,7.47,LasCurias,NA
LasCurias,4/1/2013,Dissolved Oxygen ( %),95.6,DOPerc,95.6,LasCurias,NA
LasCurias,4/1/2013,Specific Conductance (mS/cm),0.256,Cond,0.256,LasCurias,NA
LasCurias,4/1/2013,Salinity (PSS),0.12,Sal,0.12,LasCurias,NA
LasCurias,4/1/2013,Turbidity (NTU)†,6.5,Turb,6.5,LasCurias,NA
LasCurias,4/1/2013,pH†,8.9,pH,8.9,LasCurias,NA
LasCurias,4/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,5/1/2013,Temperature C°,27.76,Temp,27.76,LasCurias,NA
LasCurias,5/1/2013,Dissolved Oxygen  (mg/L)† ,5.26,DOPerc,5.26,LasCurias,NA
LasCurias,5/1/2013,Dissolved Oxygen ( %),67.9,DOPerc,67.9,LasCurias,NA
LasCurias,5/1/2013,Specific Conductance (mS/cm),0.267,Cond,0.267,LasCurias,NA
LasCurias,5/1/2013,Salinity (PSS),0.13,Sal,0.13,LasCurias,NA
LasCurias,5/1/2013,Turbidity (NTU)†,5.2,Turb,5.2,LasCurias,NA
LasCurias,5/1/2013,pH†,7.85,pH,7.85,LasCurias,NA
LasCurias,5/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,6/1/2013,Temperature C°,27,Temp,27,LasCurias,NA
LasCurias,6/1/2013,Dissolved Oxygen  (mg/L)† ,1.19,DOPerc,1.19,LasCurias,NA
LasCurias,6/1/2013,Dissolved Oxygen ( %),26.7,DOPerc,26.7,LasCurias,NA
LasCurias,6/1/2013,Specific Conductance (mS/cm),0.271,Cond,0.271,LasCurias,NA
LasCurias,6/1/2013,Salinity (PSS),0.13,Sal,0.13,LasCurias,NA
LasCurias,6/1/2013,Turbidity (NTU)†,13,Turb,13,LasCurias,NA
LasCurias,6/1/2013,pH†,7.3,pH,7.3,LasCurias,NA
LasCurias,6/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,7/1/2013,Temperature C°,28.38,Temp,28.38,LasCurias,NA
LasCurias,7/1/2013,Dissolved Oxygen  (mg/L)† ,6.62,DOPerc,6.62,LasCurias,NA
LasCurias,7/1/2013,Dissolved Oxygen ( %),87.9,DOPerc,87.9,LasCurias,NA
LasCurias,7/1/2013,Specific Conductance (mS/cm),0.224,Cond,0.224,LasCurias,NA
LasCurias,7/1/2013,Salinity (PSS),0.11,Sal,0.11,LasCurias,NA
LasCurias,7/1/2013,Turbidity (NTU)†,14.4,Turb,14.4,LasCurias,NA
LasCurias,7/1/2013,pH†,8.66,pH,8.66,LasCurias,NA
LasCurias,7/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,7/1/2013,Oil & Grease  (mg/L) •,BDL,Oil,0,LasCurias,NA
LasCurias,7/1/2013,Total Kjeldahl Nitrogen (mg/L) †,0.56,KNit,0.56,LasCurias,NA
LasCurias,7/1/2013,"Nitrate & Nitrite,total (mg/L) •",BDL,NitNat,0,LasCurias,NA
LasCurias,7/1/2013,Total Phosphorus (mg/L) †,0.03,P,0.03,LasCurias,NA
LasCurias,7/1/2013,TOC  (mg/L) •,16.6,TOC,16.6,LasCurias,NA
LasCurias,7/1/2013,Chlorophyll a   (mg/m3) •,1.97,Chl,1.97,LasCurias,NA
LasCurias,7/1/2013,Turbidity  (NTU)     ˆ TSS  (mg/L),BDL,Turb,0,LasCurias,NA
LasCurias,7/1/2013,Ammonia (mg/L),BDL,Amm,0,LasCurias,NA
LasCurias,7/1/2013,BOD (mg/L),15,BOD,15,LasCurias,NA
LasCurias,7/1/2013,Coliform-Fecal  (CFU/100mL)†,88,Col,88,LasCurias,NA
LasCurias,7/1/2013,Fecal Enterococcus (CFU/100mL)†,180,Ecol,180,LasCurias,NA
LasCurias,8/1/2013,Temperature C°,29.46,Temp,29.46,LasCurias,NA
LasCurias,8/1/2013,Dissolved Oxygen  (mg/L)† ,4.13,DOPerc,4.13,LasCurias,NA
LasCurias,8/1/2013,Dissolved Oxygen ( %),55.7,DOPerc,55.7,LasCurias,NA
LasCurias,8/1/2013,Specific Conductance (mS/cm),0.223,Cond,0.223,LasCurias,NA
LasCurias,8/1/2013,Salinity (PSS),0.11,Sal,0.11,LasCurias,NA
LasCurias,8/1/2013,Turbidity (NTU)†,2.3,Turb,2.3,LasCurias,NA
LasCurias,8/1/2013,pH†,8.06,pH,8.06,LasCurias,NA
LasCurias,8/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,9/1/2013,Temperature C°,27.91,Temp,27.91,LasCurias,NA
LasCurias,9/1/2013,Dissolved Oxygen  (mg/L)† ,5.78,DOPerc,5.78,LasCurias,NA
LasCurias,9/1/2013,Dissolved Oxygen ( %),76.4,DOPerc,76.4,LasCurias,NA
LasCurias,9/1/2013,Specific Conductance (mS/cm),0.201,Cond,0.201,LasCurias,NA
LasCurias,9/1/2013,Salinity (PSS),0.1,Sal,0.1,LasCurias,NA
LasCurias,9/1/2013,Turbidity (NTU)†,16.8,Turb,16.8,LasCurias,NA
LasCurias,9/1/2013,pH†,8.62,pH,8.62,LasCurias,NA
LasCurias,9/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,10/1/2013,Temperature C°,29.75,Temp,29.75,LasCurias,NA
LasCurias,10/1/2013,Dissolved Oxygen  (mg/L)† ,6.88,DOPerc,6.88,LasCurias,NA
LasCurias,10/1/2013,Dissolved Oxygen ( %),96.9,DOPerc,96.9,LasCurias,NA
LasCurias,10/1/2013,Specific Conductance (mS/cm),0.189,Cond,0.189,LasCurias,NA
LasCurias,10/1/2013,Salinity (PSS),0.09,Sal,0.09,LasCurias,NA
LasCurias,10/1/2013,Turbidity (NTU)†,14.9,Turb,14.9,LasCurias,NA
LasCurias,10/1/2013,pH†,8.02,pH,8.02,LasCurias,NA
LasCurias,10/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,11/1/2013,Temperature C°,28.24,Temp,28.24,LasCurias,NA
LasCurias,11/1/2013,Dissolved Oxygen  (mg/L)† ,6.2,DOPerc,6.2,LasCurias,NA
LasCurias,11/1/2013,Dissolved Oxygen ( %),81,DOPerc,81,LasCurias,NA
LasCurias,11/1/2013,Specific Conductance (mS/cm),0.22,Cond,0.22,LasCurias,NA
LasCurias,11/1/2013,Salinity (PSS),0.11,Sal,0.11,LasCurias,NA
LasCurias,11/1/2013,Turbidity (NTU)†,10.3,Turb,10.3,LasCurias,NA
LasCurias,11/1/2013,pH†,7.45,pH,7.45,LasCurias,NA
LasCurias,11/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LasCurias,12/1/2013,Temperature C°,27.3,Temp,27.3,LasCurias,NA
LasCurias,12/1/2013,Dissolved Oxygen  (mg/L)† ,3.48,DOPerc,3.48,LasCurias,NA
LasCurias,12/1/2013,Dissolved Oxygen ( %),46.6,DOPerc,46.6,LasCurias,NA
LasCurias,12/1/2013,Specific Conductance (mS/cm),0.24,Cond,0.24,LasCurias,NA
LasCurias,12/1/2013,Salinity (PSS),0.12,Sal,0.12,LasCurias,NA
LasCurias,12/1/2013,Turbidity (NTU)†,12.5,Turb,12.5,LasCurias,NA
LasCurias,12/1/2013,pH†,6.99,pH,6.99,LasCurias,NA
LasCurias,12/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,LasCurias,NA
LaMalaria,2/1/2013,Temperature C°,23..4,Temp,23.4,Malaria,NA
LaMalaria,2/1/2013,Dissolved Oxygen  (mg/L)† ,1.43,DOPerc,1.43,Malaria,NA
LaMalaria,2/1/2013,Dissolved Oxygen ( %),15.6,DOPerc,15.6,Malaria,NA
LaMalaria,2/1/2013,Specific Conductance (mS/cm),0.932,Cond,0.932,Malaria,NA
LaMalaria,2/1/2013,Salinity (PSS),0.46,Sal,0.46,Malaria,NA
LaMalaria,2/1/2013,Turbidity (NTU)†,1.8,Turb,1.8,Malaria,NA
LaMalaria,2/1/2013,pH†,7.36,pH,7.36,Malaria,NA
LaMalaria,2/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,Malaria,NA
LaMalaria,3/1/2013,Temperature C°,24.58,Temp,24.58,Malaria,NA
LaMalaria,3/1/2013,Dissolved Oxygen  (mg/L)† ,0.6,DOPerc,0.6,Malaria,NA
LaMalaria,3/1/2013,Dissolved Oxygen ( %),6.4,DOPerc,6.4,Malaria,NA
LaMalaria,3/1/2013,Specific Conductance (mS/cm),0.75,Cond,0.75,Malaria,NA
LaMalaria,3/1/2013,Salinity (PSS),0.36,Sal,0.36,Malaria,NA
LaMalaria,3/1/2013,Turbidity (NTU)†,0,Turb,0,Malaria,NA
LaMalaria,3/1/2013,pH†,7.5,pH,7.5,Malaria,NA
LaMalaria,3/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,Malaria,NA
LaMalaria,3/1/2013,Oil & Grease  (mg/L) •,BDL,Oil,0,Malaria,NA
LaMalaria,3/1/2013,Total Kjeldahl Nitrogen (mg/L) †,3.36,KNit,3.36,Malaria,NA
LaMalaria,3/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.17,NitNat,0.17,Malaria,NA
LaMalaria,3/1/2013,Total Phosphorus (mg/L) †,0.537,P,0.537,Malaria,NA
LaMalaria,3/1/2013,TOC  (mg/L) •,5.81,TOC,5.81,Malaria,NA
LaMalaria,3/1/2013,Chlorophyl a    (mg/m3) •,3.78,Chl,3.78,Malaria,NA
LaMalaria,3/1/2013,Turbidity  (NTU)     ˆ TSS  (mg/L),BDL,Turb,0,Malaria,NA
LaMalaria,3/1/2013,Ammonia (mg/L),2.02,Amm,2.02,Malaria,NA
LaMalaria,3/1/2013,BOD (mg/L),6,BOD,6,Malaria,NA
LaMalaria,3/1/2013,Coliform-Fecal  (CFU/100mL)†,21000,Col,21000,Malaria,NA
LaMalaria,3/1/2013,Fecal Enterococcus (CFU/100mL)†,80000,Ecol,80000,Malaria,NA
LaMalaria,4/1/2013,Temperature C°,25.28,Temp,25.28,Malaria,NA
LaMalaria,4/1/2013,Dissolved Oxygen  (mg/L)† ,1.3,DOPerc,1.3,Malaria,NA
LaMalaria,4/1/2013,Dissolved Oxygen ( %),15.3,DOPerc,15.3,Malaria,NA
LaMalaria,4/1/2013,Specific Conductance (mS/cm),0.461,Cond,0.461,Malaria,NA
LaMalaria,4/1/2013,Salinity (PSS),0.22,Sal,0.22,Malaria,NA
LaMalaria,4/1/2013,Turbidity (NTU)†,9.5,Turb,9.5,Malaria,NA
LaMalaria,4/1/2013,pH†,6.9,pH,6.9,Malaria,NA
LaMalaria,4/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,Malaria,NA
LaMalaria,5/1/2013,Temperature C°,26.15,Temp,26.15,Malaria,NA
LaMalaria,5/1/2013,Dissolved Oxygen  (mg/L)† ,0.57,DOPerc,0.57,Malaria,NA
LaMalaria,5/1/2013,Dissolved Oxygen ( %),6.1,DOPerc,6.1,Malaria,NA
LaMalaria,5/1/2013,Specific Conductance (mS/cm),0.572,Cond,0.572,Malaria,NA
LaMalaria,5/1/2013,Salinity (PSS),0.21,Sal,0.21,Malaria,NA
LaMalaria,5/1/2013,Turbidity (NTU)†,4.3,Turb,4.3,Malaria,NA
LaMalaria,5/1/2013,pH†,7.14,pH,7.14,Malaria,NA
LaMalaria,5/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,Malaria,NA
LaMalaria,6/1/2013,Temperature C°,26.16,Temp,26.16,Malaria,NA
LaMalaria,6/1/2013,Dissolved Oxygen  (mg/L)† ,1.84,DOPerc,1.84,Malaria,NA
LaMalaria,6/1/2013,Dissolved Oxygen ( %),23.2,DOPerc,23.2,Malaria,NA
LaMalaria,6/1/2013,Specific Conductance (mS/cm),0.048,Cond,0.048,Malaria,NA
LaMalaria,6/1/2013,Salinity (PSS),0.03,Sal,0.03,Malaria,NA
LaMalaria,6/1/2013,Turbidity (NTU)†,32.4,Turb,32.4,Malaria,NA
LaMalaria,6/1/2013,pH†,7.28,pH,7.28,Malaria,NA
LaMalaria,6/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,Malaria,NA
LaMalaria,7/1/2013,Temperature C°,26.63,Temp,26.63,Malaria,NA
LaMalaria,7/1/2013,Dissolved Oxygen  (mg/L)† ,0.31,DOPerc,0.31,Malaria,NA
LaMalaria,7/1/2013,Dissolved Oxygen ( %),3.8,DOPerc,3.8,Malaria,NA
LaMalaria,7/1/2013,Specific Conductance (mS/cm),0.496,Cond,0.496,Malaria,NA
LaMalaria,7/1/2013,Salinity (PSS),0.24,Sal,0.24,Malaria,NA
LaMalaria,7/1/2013,Turbidity (NTU)†,11.6,Turb,11.6,Malaria,NA
LaMalaria,7/1/2013,pH†,7.12,pH,7.12,Malaria,NA
LaMalaria,7/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,Malaria,NA
LaMalaria,7/1/2013,Oil & Grease  (mg/L) •,1.4,Oil,1.4,Malaria,NA
LaMalaria,7/1/2013,Total Kjeldahl Nitrogen (mg/L) †,1.59,KNit,1.59,Malaria,NA
LaMalaria,7/1/2013,"Nitrate & Nitrite,total (mg/L) •",0.01,NitNat,0.01,Malaria,NA
LaMalaria,7/1/2013,Total Phosphorus (mg/L) †,0.357,P,0.357,Malaria,NA
LaMalaria,7/1/2013,TOC  (mg/L) •,7.49,TOC,7.49,Malaria,NA
LaMalaria,7/1/2013,Chlorophyl a    (mg/m3) •,2.77,Chl,2.77,Malaria,NA
LaMalaria,7/1/2013,Turbidity  (NTU)     ˆ TSS  (mg/L),17.7,Turb,17.7,Malaria,NA
LaMalaria,7/1/2013,Ammonia (mg/L),1.86,Amm,1.86,Malaria,NA
LaMalaria,7/1/2013,BOD (mg/L),BDL,BOD,0,Malaria,NA
LaMalaria,7/1/2013,Coliform-Fecal  (CFU/100mL)†,21000,Col,21000,Malaria,NA
LaMalaria,7/1/2013,Fecal Enterococcus (CFU/100mL)†,42000,Ecol,42000,Malaria,NA
LaMalaria,8/1/2013,Temperature C°,25.72,Temp,25.72,Malaria,NA
LaMalaria,8/1/2013,Dissolved Oxygen  (mg/L)† ,5.28,DOPerc,5.28,Malaria,NA
LaMalaria,8/1/2013,Dissolved Oxygen ( %),66.1,DOPerc,66.1,Malaria,NA
LaMalaria,8/1/2013,Specific Conductance (mS/cm),0,Cond,0,Malaria,NA
LaMalaria,8/1/2013,Salinity (PSS),0.1,Sal,0.1,Malaria,NA
LaMalaria,8/1/2013,Turbidity (NTU)†,99.7,Turb,99.7,Malaria,NA
LaMalaria,8/1/2013,pH†,8,pH,8,Malaria,NA
LaMalaria,8/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,Malaria,NA
LaMalaria,9/1/2013,Temperature C°,27.68,Temp,27.68,Malaria,NA
LaMalaria,9/1/2013,Dissolved Oxygen  (mg/L)† ,0.97,DOPerc,0.97,Malaria,NA
LaMalaria,9/1/2013,Dissolved Oxygen ( %),12.2,DOPerc,12.2,Malaria,NA
LaMalaria,9/1/2013,Specific Conductance (mS/cm),0.744,Cond,0.744,Malaria,NA
LaMalaria,9/1/2013,Salinity (PSS),0.36,Sal,0.36,Malaria,NA
LaMalaria,9/1/2013,Turbidity (NTU)†,10.4,Turb,10.4,Malaria,NA
LaMalaria,9/1/2013,pH†,8.51,pH,8.51,Malaria,NA
LaMalaria,9/1/2013,Secchi Depth (Meters)•,Bottom,Sec,NA,Malaria,NA
LaMalaria,10/1/2013,Temperature C°,*,Temp,NA,Malaria,NA
LaMalaria,10/1/2013,Dissolved Oxygen  (mg/L)† ,*,DOPerc,NA,Malaria,NA
LaMalaria,10/1/2013,Dissolved Oxygen ( %),*,DOPerc,NA,Malaria,NA
LaMalaria,10/1/2013,Specific Conductance (mS/cm),*,Cond,NA,Malaria,NA
LaMalaria,10/1/2013,Salinity (PSS),*,Sal,NA,Malaria,NA
LaMalaria,10/1/2013,Turbidity (NTU)†,*,Turb,NA,Malaria,NA
LaMalaria,10/1/2013,pH†,*,pH,NA,Malaria,NA
LaMalaria,10/1/2013,Secchi Depth (Meters)•,*,Sec,NA,Malaria,NA
LaMalaria,11/1/2013,Temperature C°,*,Temp,NA,Malaria,NA
LaMalaria,11/1/2013,Dissolved Oxygen  (mg/L)† ,*,DOPerc,NA,Malaria,NA
LaMalaria,11/1/2013,Dissolved Oxygen ( %),*,DOPerc,NA,Malaria,NA
LaMalaria,11/1/2013,Specific Conductance (mS/cm),*,Cond,NA,Malaria,NA
